criminalidad,es_archivo,es_preclusion,estado,etapa_caso,ley,pais_hecho,departamento_hecho,municipio_hecho,seccional,anio_hechos,anio_entrada,anio_denuncia,grupo_delito,victima_consumado,sexo,grupo_etario,pais_nacimiento,aplica_lgbti,aplica_nna,indigena,afrodescendiente,total_victimas,delito,agravante,Type,total_victimas_nna,cod_dep,cod_mun
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,BELLO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,SIN DATO,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05088
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,CHINCHINÁ,DIRECCIÓN SECCIONAL DE CALDAS,2021,2021,2021,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,17,17174
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2020,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,41,41001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.1 EJECUTADA POR TURISTA O VIAJERO NACIONAL O EXTRANJERO,ESCNNA,2,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,SINCELEJO,DIRECCIÓN SECCIONAL DE SUCRE,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,70,70001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2014,2014,2014,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Quindío,ARMENIA,DIRECCIÓN SECCIONAL DE QUINDÍO,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,63,63001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,RIONEGRO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2022,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,68615
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,13,13001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Venezuela,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2016,2016,2016,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS,2015,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,SIN DATO,NO,NO,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,0,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,TIMANÁ,DIRECCIÓN SECCIONAL DE HUILA,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,0,41,41807
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,54,54001
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Caldas,CHINCHINÁ,DIRECCIÓN SECCIONAL DE CALDAS,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,17,17174
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2022,2024,2024,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),SIN DATO,SI,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,ART. 216 N. 1.  CUANDO SE REALIZARE EN PERSONA MENOR DE CATORCE (14) ANOS,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Antioquia,ANDES,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2018,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,15,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,15,05,05034
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,29,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MONTEBELLO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2018,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05467
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,HONDA,DIRECCIÓN SECCIONAL DE TOLIMA,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,73,73349
NO,NO,SI,INACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Vichada,PUERTO CARREÑO,DIRECCIÓN SECCIONAL DE META,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,2,99,99001
NO,SI,NO,INACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Caldas,SUPÍA,DIRECCIÓN SECCIONAL DE CALDAS,2021,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,SI,NO,2,PROXENETISMO CON MENOR DE EDAD ART. 213A,ART. 216 N. 1.  CUANDO SE REALIZARE EN PERSONA MENOR DE CATORCE (14) ANOS,ESCNNA,2,17,17777
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,ORTEGA,DIRECCIÓN SECCIONAL DE TOLIMA,2016,2017,2017,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,73,73504
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2018,2018,2018,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,68,68001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,2026,2026,2026,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,66,66001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,68,68001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2021,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,13,13001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2018,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,41,41001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,PUERTO LLERAS,DIRECCIÓN SECCIONAL DE META,2013,2013,2013,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,50,50577
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2018,2018,2018,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,3,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,3,13,13001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,05,05001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,3,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,3,17,17001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2020,2020,2020,DELITOS SEXUALES,NO APLICA,MASCULINO,ADULTO,Colombia,NO,NO,NO,NO,5,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,08,08001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.1 EJECUTADA POR TURISTA O VIAJERO NACIONAL O EXTRANJERO,ESCNNA,2,41,41001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,19,19001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,3,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,3,13,13001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,50,50001
SI,NO,NO,ACTIVO,INVESTIGACIÓN,Ley 906,Colombia,Valle del Cauca,ANDALUCÍA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2015,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,76,76036
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2017,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,76,76001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2020,2020,2020,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,3,INDUCCION A LA PROSTITUCION ART. 213,ART. 216 N. 1.  CUANDO SE REALIZARE EN PERSONA MENOR DE CATORCE (14) ANOS,ESCNNA,3,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,CUBARRAL,DIRECCIÓN SECCIONAL DE META,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,50,50223
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTERÍA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,4,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,4,23,23001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,FUSAGASUGÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,25,25290
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,3,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,76,76001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,MOCOA,DIRECCIÓN SECCIONAL DE PUTUMAYO,2015,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,86,86001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,NOCAIMA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,25,25491
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2018,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,76,76001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,SAN ANDRÉS SOTAVENTO,DIRECCIÓN SECCIONAL DE CÓRDOBA,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,23,23670
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2022,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,FACATATIVÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,25,25269
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,2010,2010,2010,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,68,68001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,19,19001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2016,2016,2016,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,19,19001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Boyacá,TUNJA,DIRECCIÓN SECCIONAL DE BOYACÁ,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,15,15001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Magdalena,GUAMAL,DIRECCIÓN SECCIONAL DE MAGDALENA,2020,2020,2020,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,SI,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,47,47318
SI,NO,NO,INACTIVO,JUICIO,Ley 906,Colombia,Caldas,RIOSUCIO,DIRECCIÓN SECCIONAL DE CALDAS,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,SI,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,17,27615
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyacá,TUNJA,DIRECCIÓN SECCIONAL DE BOYACÁ,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,0,15,15001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,MOCOA,DIRECCIÓN SECCIONAL DE PUTUMAYO,2025,2025,2025,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,86,86001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ENVIGADO,DIRECCIÓN SECCIONAL DE MEDELLÍN,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05266
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTERÍA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2013,2013,2013,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,23,23001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,LA SIERRA,DIRECCIÓN SECCIONAL DE CAUCA,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,"ART. 216 N. 3.  SE REALIZARE EN CONTRA DE PARIENTE, MIEMBRO DE UNIDAD DOMESTICA O APROVECHANDO LA CONFIANZA",ESCNNA,1,19,19392
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Caldas,RIOSUCIO,DIRECCIÓN SECCIONAL DE CALDAS,2022,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,17,27615
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 1098,Colombia,Valle del Cauca,ROLDANILLO,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,76,76622
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Boyacá,DUITAMA,DIRECCIÓN SECCIONAL DE BOYACÁ,2020,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,15,15238
